Organization - Name,Organization - ID,Organization - Website (Lusha)
SOUTHERN RECORD DISTRIBUTORS LIMITED,79389,
Skyports Drone Services,79411,
SEJ DISTRIBUTION LTD,79436,
SAGA CRUISES LIMITED,79467,
ROOFOODS LTD,79478,
Quantum Pacific,79552,
PPA COVER LIMITED,79588,
PINEWOOD STUDIOS LIMITED,79615,
Origin Housing,79660,
No5 Chambers,79705,
NewCo,79715,
NANOOK ADVISORS LLP,79739,
Mirae Asset Securities (UK) Ltd.,79771,
METROLINE TRAVEL LIMITED,79787,
MDOTM Ltd | AI-Driven Investment Solutions for Asset & Wealth Managers,79798,
LONDON SOUND ACADEMY LIMITED,79850,
Kingsley High School,79919,
King's College London Law Council,79923,
King’s Biotechnology and Synthetic Biology Society,79925,
Kendall Freeman,79940,
JOSOEMAG SERVICES LTD,79963,
John Lewis (Financial Services),79969,
jl,79976,
J Fitch Flooring Limited,79983,
Howard Lock Consulting Ltd,80053,
Hartswood Films,80085,
Greenmantle Limited,80118,
Got Capital,80132,
GERRARD CHAUFFEUR DRIVE LIMITED,80157,
G4S Integrated services (UK) Ltd,80176,
Fiducia Interiors Ltd,80227,
European Freight Limited,80268,
ESCP Bachelor Society,80276,
Escentric Molecules,80277,
ELITE MEDICS (UK) LTD,80302,
EL PASTOR LTD,80308,
Diginius,80361,
DialAFlight Concierge,80364,
David Sims Photography Ltd.,80390,
DAI-ICHI LIFE INTERNATIONAL (EUROPE) LIMITED,80395,
COSMO,80422,
Conference Series,80441,
CNOOC U.K. Marketing Ltd,80452,
Centercomms Ltd,80493,
C. CZARNIKOW LIMITED,80534,
British Aerospace,80553,
BP Connect + M&S Simply Food,80565,
Autonomous Research,80641,
ARCHBOLD SOLICITORS LIMITED,80680,
ARAMIS SECURITY,80683,
ANYONE LIMITED,80692,
"AGE UK REDBRIDGE, BARKING AND HAVERING LTD",80734,
Advance Cleaning Services,80740,
Acai Berry,80765,
Outsite,80804,
Property Passion,80820,
Liftra,80822,
TOPRO Mobility,80843,
Smits Vastgoedzorg,80846,
Mediacollege Amsterdam,80847,
HeartBeat.bio AG,80849,
Citizen Advice Bureau,80984,
Bowood Insurance Brokers,80998,
ABELLIO GREATER ANGLIA LTD,81016,
Local education authority,81029,
GSTT,81065,
THE BOX SOHO LIMITED,81080,
EastEndHomes LTD,81092,
BM CORPORATION LIMITED,81096,
CASINO EMPIRE LLP,81098,
NSL,81117,
SIBYL COLEFAX AND JOHN FOWLER LIMITED,81162,
London Buses Limited,81193,
BRITISH AIRWAYS PLC,81211,
SKY UK LIMITED,81215,
"Four Brick Court, Chambers",81243,
The Park forskaren - phase 1 - no workstations,81309,
BECKER BUTTNER HELD Rechtsanwälte Wirtschaftsprüfer Steuerberater PartGmbB,81334,
Unique Medicum,81387,
European Energy - Deutschland,81572,
EOS Field Services GmbH,81573,
PBA Planungsgesellschaft Haustechnik mbH,81734,
BackWerk,81819,
AHEAD Automotive GmbH,81837,
eLeDia - eLearning im Dialog,81923,
MakerVerse,82066,
Den Hey-acker,82193,
Boekhandel Dominicanen,82239,
24plus,82273,
INSTITUUT MARIABURCHT - STEVOORT,82301,
Normec,82310,
Centrale der Werkgevers aan de Haven van Antwerpen,82344,
Uitgeverij Schoolsupport,82376,
Virgo Sapiensinstituut,82404,
NEDERLANDSE GASUNIE NV.,82431,
DE SCHEPPER,82486,
Teledesk Group,82491,
Fokker Elmo B.V.,82525,
Audax Publishing B.V.,82528,
ROC-Media Park Hilversum,82538,
Heilig - Hartcollege - Tervuren,82568,
Regina Pacis Instituut,82571,
Conclusion Enablement,82592,
Smurfit Kappa Van Mierlo NV,82743,
VPK Paper,82746,
Zorgboerderij Scilla Andante,82774,
VZW de Kade,82978,
VCK,83009,
FRANSEN,83068,
ArcelorMittal Logistics Belgium,83069,
EPO,83072,
"Scholen Onze-Lieve-Vrouw-Presentatie, Sint-Niklaas",83074,
Cleaning Professionals,83088,
Sint-Angela Montfortcollege,83179,
Sarpi Remediation Europe,83220,
SINT JOZEFCOLLEGE TURNHOUT,83251,
SINT-AGNESINSTITUUT,83287,
Museon-Omniversum,83301,
Topcon Europe Positioning B.V.,83347,
TV OOST-VLAANDEREN,83395,
DUSSMANN SERVICE SECURITY,83430,
Ministerie van Binnenlandse Zaken,83437,
METEA,83439,
Mariagaard,83440,
Van Oord Offshore Wind Projects B.V.,83460,
Flow loop circular showers,83522,
Regio,83524,
Gemeente Den Haag,83527,
Heliac,83528,
Good Wings,83533,
BeWo,83534,
BDO NL,83536,
Van benthem & keulen,83537,
PHI factory,83539,
Rodinia Generation,83543,
Bravecorp,83544,
Agrain,83546,
Workinbooth,83547,
Wavy Wonders,83549,
FIDH,83551,
Partners at Work,83554,
Industriousoffice,83555,
NORGES AMERIKANSKE IDRETTERS FORBUND,83565,
Lesjö Fors AB,83575,
Dutch Property Adivsors,83576,
Technische Universiteit Delft CRE,83577,
1928 Diagnostics,83578,
Atrium ljungberg Hudiksvallsgatan 8,83579,
RTHA,83581,
APSIS International AB,83584,
Prochalor,83594,
Groupe Publimag,83598,
RECTANGLE PRODUCTIONS,83605,
C-Logistics,83607,
UNFOLD,83612,
SMCP Logistique,83638,
Bar Tabac,83644,
CENTRE DE CONSEIL ET DE SERVICE -CCS,83661,
sans objet,83666,
GROUPE FIGARO,83684,
SODAIC SECURITE,83763,
OTICO,83793,
FRANSABANK (FRANCE) SA,83810,
Aéroport de Paris Charles de Gaulle - CDG - Terminal 2F,83817,
JS LOGISTICS,83819,
Publicis France,83820,
S3M THERMIQUE,83838,
ODDO BHF ASSET MANAGEMENT SAS,83840,
ECOCEA LA FABRIQUE,83857,
Publicis Sport,83887,
PRINTEMPS LOGISTIQUE,83914,
ASS I R E H B HOPITAL BEAUJON,83922,
iFlux - Be,83942,
pricehubble,83943,
mostly ai,83944,
aiosyn,83945,
LeydenJar Technologies,83946,
New Amsterdam Pharma,83947,
Deribit,83948,
Charly Cares,83949,
medal nl,83950,
Surfshark,83951,
Yandex.Taxi NL,83952,
PoroUS,83953,
Microstad,83954,
drylock technologies,83955,
Teslify AB,83957,
Hoganlovells,83959,
METHOD OFFICE FURNITURE LTD,83960,
NIRAS Green Tech Hub,83962,
Inge van Poppel Architectuur,83963,
Enviu,83965,
Narwal,83966,
ALCATEL SUBMARINE NETWORKS MARINE,84060,
Alpha Lsg Skychefs,84071,
Aralon Advisory Services Limited,84101,
ASOS,84127,
B M A MODELS LTD,84146,
BAME MODELS & TALENT MANAGEMENT LIMITED,84151,
BBC Sport,84159,
BBVS,84162,
Be Grizzlee,84168,
Cab Driver,84276,
CASHINO GAMING LIMITED,84301,
CENTRAL LONDON LIMITED,84317,
ChildLine,84332,
Chinese Embassy,84334,
Chinese Takeaway,84335,
CITY FM,84348,
City Brickwork (UK) Ltd,84349,
CORDANT CLEANING LIMITED,84401,
Crucible,84422,
Cruk,84423,
CT Plus+,84429,
DELIVER,84467,
df ltd.,84473,
DISCLOSED LTD,84483,
Eurostar International Limited,84570,
Fabergé,84591,
Fantastic Services,84600,
Financial Services Authority,84617,
Firstplan,84627,
Freemans Partnership LLP,84657,
Fullers,84674,
Guardian/Observer Newspapers,84736,
Guest Krieger Ltd,84738,
Halifax Bank,84747,
HCL,84765,
Hilton Consulting Limited,84790,
ICE FUTURES EUROPE,84823,
Illustrator,84837,
Impression,84846,
Integrated Solutions,84876,
INTERACT CC LTD,84877,
ITV Sport,84901,
J Rothschild Capital Management Limited,84905,
JEFFERIES INTERNATIONAL LIMITED,84916,
Joshua,84928,
Les Miserables,84991,
LSE M&A Group,85051,
MITIE CLEANING LIMITED,85117,
Morningstar Wealth Platform,85139,
NCP LIMITED,85166,
News of the World,85180,
NOYB LIMITED,85205,
On request,85226,
PAUL HASTINGS (EUROPE) LLP,85274,
PR&O LTD,85340,
PRIVATE CHEF SERVICES LTD,85351,
Private Investment Fund,85352,
R&D,85389,
Rank,85398,
RICHMOND HOUSING PARTNERSHIP LIMITED,85432,
Royal Free Hospital,85454,
Ruffer,85463,
S.A. Meacock and Company Limited,85471,
SANFORD C. BERNSTEIN LIMITED,85485,
Securicor,85514,
SERVEST SECURITY SERVICES LIMITED,85531,
Shg Limited,85539,
Solicitor,85569,
STANDARD ADVISORY LONDON LIMITED,85598,
STEM Learning UK,85609,
Synima,85642,
Tate Britain,85651,
UKME FOOD LTD,85797,
Uk media,85800,
WANDSWORTH LP,85849,
WEA,85857,
WESTMINSTER LTD,85866,
WETTONS FM LLP,85868,
Wh Smith,85870,
WICKED The Musical,85876,
Woodlands,85892,
WPRO,85902,
House of Tamanaha,85926,
A4M,85927,
BRIS,85928,
Floy,85929,
Heyfordmasons,85930,
Behave,85931,
Return,85932,
DP Sports Managements,85933,
ASM,85934,
Digital Hub Denmark,85935,
Senergetics,85936,
Lighthouse KU,85938,
New Optimist,85939,
Spaces - Ny Carlsberg Vej,85940,
NomadWorkspace,85941,
Symbion,85943,
Republikken,85944,
Greencubator,85945,
The Camp,85946,
Amalie6,85947,
LEVY,85948,
Situu,85949,
Normal,85950,
InglebyTrice,85951,
KLP Eiendom,85953,
OBOS Eiendom,85954,
Höegh Eiendom Norway,85955,
OXER Eiendom,85956,
Malling & Co Næringsmegling,85958,
Møller Eiendom,85959,
Avantor,85960,
ArealPartner Næringsmegling,85961,
Cushman & Wakefield Realkapital,85962,
MnO International AB - Stockholm,85964,
Humboldt Universität,85965,
Nordlings Antik,85966,
Op Naar Nul,85967,
Kek interieurbouw,85968,
Covebo,85969,
Motion-s,85972,
Birds.ai,85973,
Pluginvest,85974,
Trabotyx,85975,
SARA Robotics,85976,
Animab,85977,
Detail Technologies,85978,
Odido,85979,
LMO,85980,
De duurzame adviseurs,85981,
Emma Cloud Management Performance,85982,
Searious Business,85983,
CJ Studios AB,85984,
the selection lab,85985,
farmless,85986,
A-DSGN,85990,
SEB - Täby Centrum,85991,
Impact Working,85992,
TLG - 2 Bourcheir St,85993,
RUBIX - 12 Golden Sq,85994,
Drivers & Norris,85996,
Brian Croker,85997,
Snowflake,85998,
Pinsent Masons The Netherlands,85999,
Pillco,86000,
Hogan Lovells,86004,
Green Park Content,86005,
Skims (Oscar properties US),86006,
Reform Nordic AB,86008,
Scania,86010,
Barrowtaylor,86011,
Yoni,86013,
Naif,86014,
Xeltis,86015,
Datakvalitet,86016,
Higuita,86017,
SO PR,86018,
KB Notarissen,86019,
NLR,86020,
Sterrk,86022,
IBHS,86023,
RegCounsel Financial Services,86024,
Soliton Systems Europe,86025,
Juridisch Bureau Letselschade & Gezondheidsrecht,86026,
NewCakes,86027,
Finch Capital,86028,
Logchies Renovatie en Onderhoud,86029,
ICS Adviseurs,86030,
E-Bizz Group,86031,
Goodfuels,86032,
Teads NL,86033,
GWK Travelex,86034,
Ygroup,86035,
Alpha FX,86036,
Poundwise Financial Coaching,86037,
Hermans & Schuttevaer Notarissen,86038,
Daklapack Group,86039,
Extreme Cashmere,86040,
Nestr Smart Finance,86041,
Slokker Bouwgroep,86042,
Nederlandse MKB Participatiemaatschappij,86043,
Mywheels,86044,
Energie in Huis,86045,
Base Investments,86047,
Telnyx,86048,
UPD,86049,
Ekata,86050,
OPEN Development,86051,
Stox Energy Socks,86052,
Hang Eleven,86053,
MeiraGTx Netherlands,86054,
Keen Venture Partners,86055,
Lennox Litigation,86056,
Success Factory,86057,
Vermilion Energy,86058,
Oot Granola,86059,
Actiontotal AB,86062,
Iero Ledarutveckling AB,86063,
Mg Real Estate Sweden AB,86064,
Float Finance AB,86065,
Bb Operating AB,86066,
Swifthire AB,86067,
Causiq AB,86068,
Pangara AB,86069,
Stiftelsen Ekskäret,86070,
Safello Group AB,86071,
Clarify AB,86075,
Digital Media Innovations Sweden AB,86078,
Quin,86079,
Zendesk Sweden AB,86080,
Teamtive AB,86082,
The Firm,86083,
Skill,86084,
Datadog,86086,
Tingsryd 3:14 Kommanditbolag,86087,
Kontorsgiganten - Worky,86088,
OCI,86089,
Billionaire Aviation,86091,
Lightwell,86092,
Snabbfoting Group AB,86093,
Zigned AB,86094,
Kontorsgiganten AB,86095,
Alpha FX Group plc,86097,
Zuiver Group,86098,
Quantamap,86099,
The Focus Bee,86100,
Insurino,86101,
Worky Group,86102,
Superb Experience AB,86103,
Vonage,86104,
digitalAudience Nordic,86105,
Perspetivo AB,86106,
Zanders Nordics AB,86107,
Cedit Consulting,86108,
Bemalong,86110,
Icoat Medical,86111,
Franksmile AB,86112,
Yacht,86113,
Easyworx,86114,
It Market Sweden,86115,
Tempo team,86116,
PriceAgent International,86118,
Aspelin Ramm Norge,86119,
Maya Delorez,86120,
upcycle mall,86121,
Hicarego,86122,
Verhulst Administratie & Advies,86125,
HUB Nordic,86126,
Online bedrijfsmakelaars,86127,
TREC,86129,
JLL Den Haag,86130,
Valkering/Rijsterborgh Makelaars,86131,
Technoproject,86132,
Sirius,86133,
NEXT,86134,
the ocean cleanup,86135,
Tillväxt Malmö,86136,
Ellevill Produksjon AS,86139,
Kling bio,86142,
Umia Teknikkonsult AB,86143,
Datapraxis,86147,
fakton,86149,
SCIL Nanoimprint Solutions,86150,
AM,86151,
Meta,86153,
King Louie,86154,
Affari of Sweden,86156,
Kaspersky,86161,
Rad Power Bikes,86163,
Verifone,86166,
2020 Casting,86172,
ACE EUROPEAN HOLDINGS LIMITED,86192,
Adult Learning Lewisham,86205,
AIG UK Ltd,86213,
ANALYST LTD,86223,
Annabel's Club,86225,
AQT Limited,86227,
Arbuthnot Securities,86236,
Atlantic Records UK,86244,
Barnet,86248,
bacons college,86255,
BOOKS& LTD,86271,
Bulldog Communications,86293,
BUSY BEES MEDIA LIMITED,86294,
C&G LIMITED,86297,
Cazenove,86311,
CHI & PARTNERS LIMITED,86337,
City Practitioners,86340,
CM&Co,86342,
Coloma Wealth Management Llp,86354,
Cressey College,86393,
D S & CO. LIMITED,86397,
Dresdner Kleinwort Wasserstein,86422,
East London Bus Group,86426,
EDC Lord & Co,86439,
EMPORIUM PRODUCTIONS LIMITED,86452,
ESPN Classic,86459,
Evolution Securities,86464,
FD LIMITED,86472,
FirstCity Partnership,86481,
FUTURE LIFESTYLE NETWORK LTD,86500,
Garrick Club,86512,
GLOBAL INTELLIGENT CONSULTANCY LTD,86523,
Government Legal Service,86540,
Hat Trick Productions,86565,
HARRIS AND PORTER RECRUITMENT LIMITED,86568,
HCL Great Britain Limited,86587,
HS LTD,86604,
INTEGRATED FINANCIAL ARRANGEMENTS LTD,86630,
IPC MEDIA LIMITED,86632,
Kaupthing Singer & Friedlander,86663,
Kings Cross,86672,
Kyte Group,86680,
LB & CO LIMITED,86685,
Logistics Ltd,86707,
London Transport,86733,
MARKET RESEARCH LIMITED,86754,
Mercury Studios Co,86762,
METROLINE WEST LIMITED,86772,
MITSUBISHI CORPORATION INTERNATIONAL (EUROPE) PLC,86774,
MODEL,86781,
MP LIMITED,86795,
Northolt,86806,
NR LTD,86815,
OPEN ACCESS TEXT,86826,
Plum Pictures,86863,
Phoenix Primary and Secondary School (SEN),86867,
"Profile Model Management, London",86875,
RCGP CONFERENCES LIMITED,86899,
Retroscreen Virology,86907,
ReSources UK,86911,
RKCR/Y&R,86913,
Sales Development Leaders (SDL),86923,
SB Security Solutions Ltd,86933,
Seymour Pierce,86951,
SJ BERWIN LIMITED,86955,
SIMON & HOW ASSOCIATES LIMITED,86956,
SimplyCook,86958,
SMITH AND BYFORD LIMITED,86970,
STM SECURITY GROUP (UK) LIMITED,86988,
Stanmore,86994,
Study Qredit,86999,
Summer Films,87003,
TECH INCORPORATED LIMITED,87030,
THE FINANCIAL CONDUCT AUTHORITY,87066,
THE ROYAL NATIONAL THEATRE,87081,
The Urdang Academy,87088,
The Times and Sunday Times,87092,
Toyota Tsusho Automobiles,87110,
TRANSWORLD PUBLISHERS LIMITED,87112,
Tram Operations Limited,87113,
TRADE HARDWARE LIMITED,87115,
UK Film Council,87134,
Universal Music Group International,87143,
VTB Bank Europe plc,87155,
Wayra UK,87161,
Wellcome Collection,87162,
WEST MIDDLESEX CLUB LIMITED(THE),87166,
Westminster University,87168,
Wizcore,87179,
ZOO LONDON LIMITED,87188,
Complete,87222,
Korean Food Restaurant,87288,
Robert,87296,
银行,87306,
180 Degrees Consulting Manchester,87327,
Albany Infrastructure Management,87347,
BRIGHTER BEGINNINGS DAY NURSERY LIMITED,87421,
CADISHEAD ACCOUNTANCY SERVICES LIMITED,87427,
Claimsline.com,87462,
CO-OPERATIVE GROUP LIMITED,87467,
D.TURNER & SON (MACHINERY REMOVAL) LTD,87496,
Deanery High School,87504,
Equanet,87531,
Exclusive Law Group,87545,
HALL & PICKLES 1812 LIMITED,87600,
H.J. HEINZ COMPANY LIMITED,87605,
iFM Bolton Ltd,87634,
Immersify Education,87641,
J. Rosenthal and Son Limited,87661,
NORTHWEST AMBULANCE SERVICE,87768,
OSCAR ASSOCIATES LIMITED,87785,
Phil Duffield Enterprise Consultant,87802,
SERVLITE U.K. LIMITED,87886,
Skills Solutions,87889,
SPEEDY PRODUCTS LIMITED,87904,
STAGECOACH SERVICES LIMITED,87913,
The Peterloo Institute,87950,
TOTUM by OneVoice,87964,
UoMBAS - University of Manchester Bar and Advocacy Society,87987,
Wilds,88004,
Mobile - People.Powered.Logistics,88028,
West Bromwich,88079,
Opera Telecom,88093,
MCD PROJECT MANAGEMENT LTD,88105,
Cityserve,88108,
BIRMINGHAM ORMISTON ACADEMY THEATRE LIMITED,88122,
BPM MEDIA (MIDLANDS) LIMITED,88123,
DIAMOND BUS LIMITED,88125,
SPECIALIST COMPUTER CENTRES PLC,88131,
HYDRAFORCE (UK) LIMITED,88134,
2020 Innovation,88256,
ALETHEIA ACADEMY LTD,88261,
Matthew Boulton College,88262,
Travel West Midlands,88271,
1177.se,88278,
AB GRYTNÄS GRÄV,88280,
ACCOUNTOR EKONOMI & RÅDGIVNING AB,88283,
ANLÄGGNINGSGRUPPEN I SKARABORG AB,88297,
AXLAGÅRDEN UMEÅ HOSPICE AB,88304,
BERDIZ CONSULTING AB,88307,
BEVES EXPRESS AB,88308,
BRA HUS FRÅN HEDLUNDS AB,88316,
COREM PROPERTY GROUP AB,88335,
Crypto Rogue Games AB,88336,
DAMMARSBERG ENTREPRENAD AB,88340,
Degerfors Long Products AB,88342,
DERAMONT ENTREPRENAD AB,88345,
EDDIMA TEKNIK AB,88352,
EITECH ENGINEERING AB,88356,
ELIAEXPRESS I HALMSTAD AB,88358,
FASTIGHETSPARTNER P&E AB,88365,
FÖRENADE SERVICE I SVERIGE AB,88371,
FÖRVALTNINGSAB TEOGE,88374,
FYNDA FALKENBERG AB,88377,
GREBO EL AB,88380,
GUNNARS TRÅD AB,88382,
Holly Tech,88394,
HS FAMILJEHEM AB,88395,
HULTAGÅRDEN AB,88396,
IMOLA ENTREPRENAD AB,88400,
JÄGNEFÄLT MILTON AB,88410,
LAGERSTEDTS BILSERVICE AB,88425,
LESJÖFORS STOCKHOLMS FJÄDER AB,88428,
M-KONSULT & UTBILDNING ÖSTERSUND AB,88433,
MAGNUS JOHANSSON BAGERI & KONDITORI AB,88435,
M. SJÖBERGS EL AB,88437,
MALMÖ PLÅT- OCH BYGGSERVICE AB,88438,
MARTINSONS SÅG AB,88440,
MATHIAS ENGH MEK AB,88441,
MEGA TEKNIK LANDSKRONA AB,88443,
MOELVEN NOTNÄS RANSBY AB,88449,
MUSIKSERVICE SWEDEN AB,88450,
Nespresso Professional Sverige,88455,
NKI-KYL AB,88457,
NORDIC FACILITY GROUP AB,88459,
NÖTKÄRNAN BERGSJÖN VÅRDCENTRAL OCH BVC AB,88466,
ÖPM Industri & Smidespartner AB,88469,
PD MILJÖVÅRDSSERVICE AB,88474,
PM LOGISTIK AB,88476,
Rosengrens Larm AB,88499,
SMÅLANDS MOTOR AB,88513,
SMBF SERVICE AB,88514,
SMÅLÄNDSKA STÄD AB,88516,
STRÅHEDS I ANDERSLÖV AB,88522,
SYAB GRUPPEN AB,88528,
SWERUB AB,88529,
TJÄLLMO GRÄVMASKINER AB,88537,
TOMOKU HUS AB,88539,
TRELLEBORG MIXING FORSHEDA AB,88542,
VÅRDCENTRALEN AROMA AB,88547,
VIMARHEM AB,88552,
WITALABOSTÄDER AB,88562,
XL BYGG KUNGSBACKA AB,88563,
Zymego,88570,
ООО Феникс,88571,
ABBA,88589,
Marine Corp Base,88603,
DTH,88616,
Price Waterhousecoopers,88621,
Contact Center,88624,
Elite Consulting AS,88626,
VIG,88658,
Oyster HR,88667,
Colliers Belgium (D&B),88669,
NordIngeniør,88670,
Cupola XS,88671,
"Swords, Edward",88672,
Wackes Aktiebolag,88673,
WeOutdoor Group AB,88674,
Doggy Dental,88675,
Levandegöra Omsorg AB,88676,
Tove Pils,88677,
Järna Ventilationservice & Fastigheter AB,88678,
CAPLINE STOCKHOLM AB,88679,
Avincis Aviation Sweden AB,88680,
Ajensi AB,88681,
TBS Tümü Hizmet,88684,
Sigruns Consulting Handelsbolag,88685,
Ll taxi AB,88686,
Rave Review AB,88687,
Markus Wetterberg Media AB,88688,
Bolt Services AB,88689,
Wadheden Consulting AB,88690,
OurLiving AB,88691,
Sphaira,88692,
Novozymes,88693,
Carlsberg,88694,
Tryg,88695,
Chr. Hansen,88697,
Rockwool,88698,
Copenhagen Airport,88700,
Vestas Wind Systems,88701,
Coloplast,88702,
Pandora,88703,
SimCorp,88704,
Topdanmark,88706,
Ringkjøbing Landbobank,88707,
GN Store Nord,88708,
NKT A/S,88709,
Lundbeck,88710,
Jyske Bank,88711,
"Nog onbekend, is nog op zoek naar mij",89002,
de-diëtist,89124,
Energiek met Pensioen,89155,
BG Freight Line,89161,
Peellandcollege,89164,
Groot Koerkamp,89295,
Stichting Pensioenfonds Hoogovens,89310,
Praktijk voor Tandheelkunde,89337,
Musicus,89493,
Stichting Jeugdwerk Den Haag,89558,
Melanchthon College Schiebroek,89589,
PTT Post B.V.,89602,
N V T,89622,
Stoer,89674,
Shell Nederland Verkoopmaatschappij B.V.,89731,
Lannoo Publishers,89843,
Cobelguard,89889,
Gemeente Ichtegem,89897,
UGent - VIB,89931,
Huis van het Nederlands / Dutch Language House,89932,
IKO Europe NV,89958,
Sint - Godelieve,89968,
Don Bosco Instituut,89969,
N.V.T. INTERNATIONAL,89971,
Sint-Aloysiusinstituut voor Verpleegkunde,89972,
Lenaerts,89975,
ACV Bouw - Industrie & Energie,89977,
Landsbond der Kristelijke Mutualiteiten,89978,
